chr.type,chr,loc.name,pos,mQTL.asymp.p,vQTL.asymp.p,mvQTL.asymp.p
A,1,ufg34,74.42,0.9991578659435327,0.983926963217294,0.999881863133885
A,1,AY108650,77.57,0.997078018302131,0.8049250615275523,0.9846509487327776
A,1,gpm495,80.45,0.9999994873295269,0.7261635164347457,0.9736693436892345
A,1,gpm83b,80.75,0.8683112284212909,0.940609715781522,0.9724065591439214
A,1,gpm767,80.94,0.9996020863680887,0.9507923355790966,0.9991438788207132
A,1,bnlg1014,81.12,0.9826127436497525,0.9764269234196428,0.9990983844889771
A,1,umc1363a,82.02,0.8213116756239135,0.3732612053162653,0.572370102327455
A,1,gst12,83.52,0.99906763950008,0.29577677942923825,0.7561745300410144
A,1,umc1269,84.62,0.9990879325192603,0.29480840572223505,0.7551441403395317
A,1,umc2012,85.72,0.9990891215902088,0.2944510416256205,0.7547745364677066
A,1,umc1977,87.52,0.9518250920284048,0.5467352800282362,0.8773461387490941
A,1,IDP553,88.91,0.9982243009964042,0.13112496212400807,0.5129148012262634
A,1,IDP4043,89.33,0.9362227662861099,0.2575597764733772,0.6458691231592373
A,1,php20603,90.02,0.9979229940244279,0.3196034475285246,0.7596691582731803
A,1,sgb101,90.74,0.9958982340719302,0.32093754079983733,0.7541830324166922
A,1,IDP1437,91.9,0.998819872101993,0.2144627091849069,0.6584031635922112
A,1,IDP847,93.03,0.997479474412596,0.12523768255459375,0.4937199715360458
A,1,gpm125,96.14,0.8069930525604803,0.9993091728251816,0.9875321882192923
A,1,lls1,97.12,0.981761972829864,0.39975653462430405,0.8241005888293244
A,1,php20689,99.42,0.45264641424248253,0.9891116125542223,0.8491196109927491
A,1,umc1685,101.32,0.9370189264440423,0.8671115670060137,0.9812566957872503
A,1,gpm557b,106.62,0.9391428656845062,0.5126221435055937,0.6638808737995876
A,1,umc1160,106.63,0.9344437067926082,0.5105832245877175,0.6553596763833831
A,1,gpm584,107.6,0.9759766633734709,0.9191572895823766,0.9951479700592079
A,1,gpm346b,108.13,0.6266310029762967,0.9735217411413346,0.9436991923435402
A,1,gpm33e,108.55,0.6969008980324859,0.9355778209469272,0.9578299727800769
A,1,umc2224,109.23,0.8848483637994865,0.8919049495734559,0.9748281471559579
A,1,gpm556,110.49,0.9934769795171638,0.14145633283162556,0.5251343086963306
A,1,npi579b,110.53,0.21029063446419144,0.9221490363244537,0.3745772058325485
A,1,IDP3917,115.28,0.673269809986916,0.598946802532113,0.7689248453526026
A,1,gpm199c,115.57,0.320436460274121,0.5513586771195937,0.46123190070368103
A,1,IDP1425,118.03,0.3189380382143115,0.5433118960510104,0.454880083939781
A,1,mmp68,121.93,0.09214678201503906,0.6653903050190519,0.2962234010495747
A,1,umc2225,123.03,0.05732208540245762,0.5498693572844027,0.16769617808525236
A,1,csu1171,125.63,0.4001948038756554,0.37654409814608136,0.4153868679641218
A,1,mmp171b,130.13,0.0798177154202029,0.652186866074879,0.12640632356127648
A,1,gpm403b,131.93,0.007280669119191595,0.5534502338910992,0.029437419842102977
A,1,umc1568,140.13,0.11411163839596142,0.39664271283760366,0.15373201954158713
A,1,IDP3783,140.14,0.11617080303077906,0.3863065624826642,0.15065629195746175
A,1,bnlg1429,141.83,0.0040241254742257515,0.6265981566650044,0.01536829916918793
A,1,IDP209,144.3,0.1489954735000748,0.02030192749042836,0.013920736164986836
A,1,php20640,145.23,0.03840591112582375,0.7880567273374723,0.13804299633215786
A,1,lim504,149.93,0.34244789636195294,0.6793386497829719,0.4763622765773935
A,1,gpm283b,151.4,0.6992014915626363,0.32215358230776253,0.499014096141788
A,1,IDP343,152.71,0.7096816151149175,0.1417630540572672,0.30823137754230684
A,1,IDP622,152.96,0.7036003330539059,0.12666339260949014,0.28607937139825146
A,1,IDP3970,156.2,0.7790387675936823,0.38928782457449523,0.6274715204274952
A,1,umc1976,158.93,0.6656123463938048,0.6175154301528138,0.6766224379208714
A,1,gpm667,162.62,0.6890001301838903,0.38757693963389755,0.5779521326795686
A,1,gpm774d,162.74,0.6889729243838133,0.38733486633099523,0.5778658605617732
A,1,umc2226,164.13,0.7663746805204201,0.27864685996193883,0.5300088274320914
A,1,mmp135,164.33,0.4176379854311357,0.86181554740051,0.6629056926851036
A,1,bnlg1127,165.83,0.7028249846493566,0.45635259947250917,0.6243847266763533
A,1,bnlg1953,168.33,0.8689564389233435,0.705490294962967,0.8797127964829401
A,1,gpm768,168.34,0.7926768159671342,0.5928586797718162,0.7848022491689178
A,1,gpm291,168.35,0.4470495992053513,0.5805319810383822,0.6094371261595818
A,1,IDP4048,177.32,0.9713432698776527,0.47465692994390096,0.8815000453459705
A,1,IDP2552,178.95,0.9653111557777354,0.5150213376949252,0.8979403432466616
A,1,npi403b,182.13,0.5433030869657767,0.9942009038613412,0.8717491092554357
A,1,IDP645,193.89,0.18611951179452776,0.28720125896445203,0.1349190860182898
A,1,umc76a,196.73,0.07047546708230794,0.6288921384437067,0.19194027261045096
A,1,ufg78,198.03,0.38478837982280656,0.01450008261111654,0.028121877413170075
A,1,cdo1387b,199.83,0.47130853662906563,0.022336143651205165,0.04517091631784091
A,1,gpm518,201.34,0.29072205822546543,0.7849433462082883,0.5504500448286862
A,1,gpm748b,202.7,0.3254559373022577,0.6198729606390224,0.48719719593347854
A,1,lim122,203.33,0.22306605846780544,0.8131731147253365,0.4944558127991436
A,1,IDP2362,203.7,0.43344074323679,0.3445464660703728,0.38150234036111974
A,1,IDP2385,203.71,0.43343935288200297,0.3445485153881497,0.38150367880051667
A,1,umc1073,206.84,0.7868118547601912,0.6566793908809759,0.7464014932444276
A,1,IDP1410,209.61,0.8317567802745112,0.37365482968755726,0.6649694296864542
A,1,npi439a,215.14,0.18948168683715572,0.9451178061596939,0.5290905152658107
A,1,umc230,216.74,0.06954586825682872,0.6632484375152502,0.2428764794041956
A,1,umc11a,217.14,0.27832964144790123,0.878336514652722,0.5928554947336496
A,1,bnlg1484,217.34,0.018465245387889843,0.8862695344552571,0.05316681632836535
A,1,IDP3976,218.09,0.6873198932567042,0.8607815199375142,0.8820168170177792
A,1,gpm796a,220.99,0.6328680706922475,0.459214115578848,0.5993976809321202
A,1,IDP329,221.79,0.6869640228549546,0.13254625955492033,0.30004593945315255
A,1,mmp66,222.74,0.726284417886013,0.9123838288423725,0.9314936638394136
A,1,AY109929,223.74,0.7361415870245405,0.9098552358778161,0.9195854810422901
A,1,IDP1483,224.74,0.8188373216542177,0.4220404696220698,0.6264394652698047
A,1,gpm857,225.64,0.3497579244866903,0.940025403570024,0.6339319394971088
A,1,gpm559,225.98,0.3476354990664245,0.9407489891741956,0.6324651070953217
A,1,AY110052,227.94,0.3389759430198952,0.5316552427743271,0.3431966479576939
A,1,gpm838a,228.09,0.9958648876675494,0.438361380557028,0.8613655432514455
A,1,IDP3914,238.65,0.6564951850447811,0.14843471781679532,0.3216611667972612
A,1,AY110028,244.64,0.9824497885148432,0.10754859903506808,0.36784623880866635
A,1,IDP112,251.06,0.9501962904178001,0.608558608306111,0.9294431583112412
A,1,IDP142,252.7,0.9661074185821068,0.5324195986310888,0.9073338786701673
A,1,npi242b,253.54,0.9992018770459973,0.1465910489866164,0.5494905656927335
A,1,IDP81,254.78,0.8431458681438195,0.35843427796795924,0.6364568187996358
A,1,asg26,256.24,0.7308616141872799,0.8990828424964817,0.9238696627558735
A,1,IDP1632,256.7,0.7233047518220862,0.3902164521122804,0.8069821580355794
A,1,lim51,257.04,0.9980678507824441,0.6399123036154867,0.9261843328586774
A,1,bnlg439,257.44,0.9981660952143272,0.5834171388287682,0.9082592446149651
A,1,bnlg1203,257.64,0.5107312185357857,0.9975254020298883,0.8944480968628366
A,1,IDP349,257.65,0.5223461722543914,0.9069173750514627,0.8797710378186041
A,1,AY106592,257.82,0.9963347055420229,0.08542283129957201,0.403232906662099
A,1,fad8,259.04,0.9671111835238264,0.9641804268439519,0.9982068096996346
A,1,gpm121,259.55,0.31654273197677446,0.8804544166258501,0.37413307539496854
A,1,AY110640,262.74,0.0359614279370551,0.9055198260597745,0.16758795785258
A,1,gpm357,266.43,0.25683695227332753,0.908734224185904,0.64968764833427906
A,1,gpm101a,267.73,0.6062081223583531,0.9608724702975194,0.921747833913625
A,1,IDP3865,268.94,0.12092242806490165,0.707180828390902,0.2944001390260928
A,1,umc13,268.95,0.12165179177390188,0.707379551713369,0.29524876910907955
A,1,gpm567,270.13,0.14506426877484432,0.966688465546021,0.5084385288588915
A,1,asg35b,272.25,0.08164710744239675,0.9527188658043442,0.33865932428486606
A,1,gpm63b,273.2,0.6611812824842016,0.5590289274359561,0.7544686142132904
A,1,gpm498c,276.24,0.5020756419662598,0.9976169883486234,0.8976370735267374
A,1,AY110632,276.45,0.557696373535719,0.9951750160349679,0.9278400374300977
A,1,IDP875,277.67,0.7128933932602873,0.30690712013317123,0.6093215208875393
A,1,AY110240,280.7,0.3040348793252032,0.6544592642358319,0.543199040923179
A,1,ndp2,280.95,0.42469457785619485,0.7009205979692581,0.6780516789089074
A,1,mmp23,284.55,0.7433012074734825,0.9918762471885109,0.9809734296203492
A,1,AW400087,285.55,0.6051672444363485,0.9970842903813579,0.943537929652245
A,1,ndp1,286.95,0.4430818060633875,0.9998496796138824,0.856649295128485
A,1,bnlg1866,288.45,0.9874503450531102,0.8392708256589105,0.9828387606749079
A,1,umc1880,288.65,0.45986974567741123,0.95477134614468,0.8334906624026155
A,1,umc1598,289.05,0.9996008067721054,0.7032996717972942,0.9711082729500687
A,1,lim432,290.75,0.9995712479344859,0.7011143208140876,0.9705672187054667
A,1,AY107489,293.99,0.8051571940015408,0.7039739928571687,0.9163573129993574
A,1,gpm28c,294.93,0.26028908576539017,0.9114477634640736,0.45832658510943713
A,1,mmp151a,295.55,0.9647351968263684,0.3972486388866615,0.8122462331496455
A,1,AY110393,301.15,0.5302424143511342,0.9866205941620497,0.8678447462337591
A,1,mmp100,309.75,0.8970851621353041,0.6255648133941708,0.9300595945094341
A,1,umc2145,317.35,0.12958868188703856,0.9931061699020136,0.3817061004378916
A,1,mmp56,319.25,0.47868844357804374,0.2126387692958883,0.28383753789122446
A,1,cdo938a,321.45,0.790246524391039,0.348386701146112,0.6680125713342336
A,1,bnlg2238,325.05,0.9630353434704896,0.7823079769348125,0.9693029712077331
A,1,gpm898,326.83,0.4343874724184078,0.7245512701877851,0.3169141164421555
A,1,umc2124a,326.85,0.9813885867882145,0.4014070783438627,0.8365505574657424
A,1,sus2,327.41,0.9855057413712818,0.8117313856697295,0.9803832643807566
A,1,IDP1489,328.78,0.5125157676380646,0.32419746581285064,0.5323089861248497
A,1,umc1849,333.35,0.0138179863831594,0.8880936139104827,0.08731763073530024
A,1,asg75,334.85,0.4438526445895591,0.8120273863367797,0.721076531382458
A,1,gpm364,335.61,0.9972849395142457,0.5507749986900656,0.9155170220125038
A,1,sod4,335.85,0.9990671226294905,0.7099420690615855,0.9715184997352464
A,1,chr125b,338.56,0.9967086170337239,0.7308653218575627,0.9731300069924232
A,1,asg30b,339.05,0.8251845645685875,0.9308955294362635,0.9599041011998393
A,1,IDP739,339.06,0.9990213944178246,0.15330519089938566,0.5532887239826715
A,1,IDP182,342.96,0.9977191268735526,0.4404091155909121,0.8558273559188645
A,1,AY110330,348.96,0.8927114905533401,0.0027528697087545926,0.023862291000577285
A,1,IDP1411,348.99,0.9946175504014558,0.028744879401710745,0.19121134200797069
A,1,gpm492,351.93,0.999766354215037,0.33168176224435897,0.7889865364886353
A,1,csu207,354.36,0.898171274854404,0.6705176642200478,0.9171349123213578
A,1,gpm933,355.89,0.2732827443194989,0.5811549986354481,0.22696058546424736
A,1,umc2227,359.26,0.91232679719501375,0.957551484549984,0.9940122705858019
A,1,IDP2553,364.8,0.9977485097841361,0.06761180160324745,0.35067495392920034
A,1,ufg13b,367.56,0.9356285857275162,0.6994937504214155,0.9430100045904339
A,1,ufg77,371.56,0.9993481787306783,0.008105240115633667,0.08529292429704191
A,1,umc1917,373.16,0.9904996023325208,0.4702152117383727,0.8535605995783064
A,1,isu041b,375.56,0.9489463683594649,0.9796445054975711,0.9959104319854365
A,1,ufg43,381.96,0.9876341850408169,0.5491137829871202,0.915002733268691
A,1,bnlg1811,384.76,0.2551397113944523,0.604227339923379,0.5997245006602367
A,1,IDP1953,387.66,0.8381166029442743,0.15725292962675688,0.4030769402955974
A,1,IDP99,389.16,0.861083240400998,0.13191220719761354,0.3638318771926514
A,1,dupssr26,389.48,0.3053071076730107,0.4170161111136266,0.44618383441276627
A,1,umc2228,390.16,0.3527233175396749,0.6537669547570477,0.5973460017630369
A,1,IDP252,391.54,0.844105934067813,0.9779265569212479,0.9804442755990846
A,1,gpm815a,391.64,0.8402511403847206,0.9776259501498215,0.9799290067250064
A,1,gpm251,393.19,0.7058169626417476,0.6750402406724229,0.829669438740902
A,1,aoc1,394.51,0.17924228900310815,0.6222769516366111,0.1481096537961804
A,1,umc2229,395.66,0.009850529571221732,0.4316840512876158,0.03107404999183947
A,1,gpm850c,395.95,0.04543077972292182,0.6108852472066906,0.09580102837037593
A,1,bnlg2295,396.56,0.09448424796077166,0.5520698665895717,0.1743632998015003
A,1,gpm181,397.33,0.18715032150665334,0.416540807456138,0.22597734172715975
A,1,gpm532,397.34,0.1863854043489386,0.41913933911222706,0.22658816794980927
A,1,gpm198,398.44,0.2503089794452426,0.5677545451805771,0.32730844324261443
A,1,IDP376,398.98,0.23698716777710177,0.08604159272845449,0.06598219209704527
A,1,bnlg2086,399.57,0.24241590025275842,0.4935313330702592,0.2649151231851913
A,1,umc2112,399.67,0.224388337236725,0.4916447630147607,0.2613138988214321
A,1,asg3,400.27,0.021986485030855565,0.12723334808841788,0.02087469598637733
A,1,IDP1986,402.87,0.23512986948561387,0.22428491970909264,0.14842666429933346
A,1,csu3,403.37,0.2425318424166113,0.36580687208011975,0.23639250328648295
A,1,gpm305,405.38,0.1731778134085773,0.5946773974218994,0.2705156508909238
A,1,IDP1605,409.13,0.4238767096268661,0.40986425327974035,0.4940499634611394
A,1,IDP751,410.97,0.698735665885318,0.8525333275667486,0.8744211450377413
A,1,mmp61,410.98,0.7163122708254407,0.8539086635511971,0.8882808462252021
A,1,lim497,412.08,0.6871491403109377,0.7472281911376559,0.8146185802279757
A,1,umc2025,415.38,0.5023470611161007,0.7509434444985443,0.7180543609081544
A,1,mmp39,423.58,0.9827095670183638,0.7831360655110915,0.9693316118151223
A,1,umc1515,428.98,0.28160836858227273,0.39254953923075614,0.4095514937107649
A,1,myc7,429.58,0.5956182369226953,0.7126780369977721,0.667857903549705
A,1,IDP1457,430.79,0.9855101439937657,0.7186079697333128,0.9645618701388763
A,1,gpm104,431.65,0.9658879122726437,0.5587522061878716,0.8279222184297097
A,1,gpm787b,431.73,0.8936291016852265,0.7324204938805081,0.9106636714241281
A,1,AY111680,431.98,0.6095668669386469,0.7114201478008956,0.7484941954728055
A,1,IDP2367,432.06,0.87176746540955,0.42795384217491367,0.7784589789991175
A,1,IDP2412,434.36,0.5754675185855883,0.6996550662632353,0.671977669883856
A,1,gpm429c,434.37,0.6224969365839147,0.6927958576209811,0.6844377071635808
A,1,AY109678,435.68,0.8346424625324931,0.3892384776112912,0.682109669723214
A,1,IDP194,435.73,0.820159609673541,0.31423263419484243,0.6063288065410959
A,1,mmp143,436.28,0.5120846556295042,0.35525531277451955,0.5114615553919277
A,1,gpm540b,437.09,0.9572374511869167,0.6499070771489002,0.9228531545457458
A,1,csu1138,437.38,0.9938014096977716,0.3610812630832571,0.7985786574428378
A,1,rz323a,437.68,0.856691198920611,0.42547297943834433,0.7388705624605459
A,1,AY106439,438.38,0.9652538614617006,0.5182260052491073,0.8687501849883674
A,1,gpm519,438.44,0.9538040843223538,0.5211431354922248,0.8601327947123474
A,1,IDP676,439.48,0.9680117414608849,0.30518160958232093,0.7374437734575382
A,1,mmp101,439.58,0.9572925342838138,0.244886970438594,0.6615966439006945
A,1,IDP2551,441.56,0.9931486266920738,0.14509569965362987,0.540247877066697
A,1,IDP1407,442.3,0.9972619487884005,0.2056633595012774,0.6501829247813083
A,1,AY110396,443.88,0.9374983851644092,0.34988863647602403,0.6376173559329088
A,1,umc1626,447.13,0.9227459805717383,0.6421622745755482,0.909116659326368
A,1,umc1676,449.18,0.9131998784301423,0.6380337832247358,0.8921058134224094
A,1,IDP1675,449.2,0.943221054001959,0.6096148775323151,0.897803391126504
A,1,umc2231,451.88,0.9443248637690693,0.6309903800281574,0.9165660602530521
A,1,umc1703,452.28,0.9431662693031266,0.6307635144802237,0.9158941351449019
A,1,AI855190,463.08,0.8611894713453832,0.7403766729975038,0.892981332264198
A,1,IDP653,464.32,0.9990411012958748,0.062058912462444625,0.3259383100185493
A,1,IDP34,464.33,0.9990323870063648,0.062127553139228846,0.32615742143236665
A,1,umc1906,465.39,0.9020101027817985,0.8102671160018244,0.9499569456159066
A,1,umc1903a,466.29,0.9583924996699825,0.735397665790809,0.95670076453471
A,1,mmp124,467.79,0.8031125373769596,0.47936038816518756,0.7255773649395352
A,1,umc2232,469.29,0.9672450700275139,0.2388101471757332,0.631720114465594
A,1,umc1395,470.09,0.46465010399243767,0.2355661761044752,0.27583884390478475
A,1,umc1321,471.59,0.7882400670058698,0.6914332033648455,0.7039155725231547
A,1,umc2233,472.89,0.7958422564262526,0.08800628731034425,0.2556213478193377
A,1,umc1603,474.29,0.09826875698774705,0.3037521960256449,0.05416551021999556
A,1,gpm692a,474.55,0.2631531084147607,0.3952543547062809,0.12774566461062564
A,1,gpm29,479.54,0.8896503366082908,0.6275880553473872,0.8286025817341279
A,1,gpm349,481.2,0.9866608453005634,0.43874764491361073,0.8107026043926182
A,1,gpm150b,483.14,0.995576184135425,0.6352399480348443,0.9540281566550263
A,1,uaz276,484.29,0.3700940371391477,0.1778363939528973,0.34555891737700933
A,1,IDP2452,488.4,0.9231424842671626,0.10537409349137977,0.39475429084159214
A,1,gpm931b,488.95,0.6859260819799278,0.5639108780609543,0.7652401164292781
A,1,mbd106,491.44,0.6858368961570148,0.5648432029514475,0.7656468438909622
A,1,gpm618,493.66,0.7640540805428242,0.5335470505241452,0.7909773961430621
A,1,umc67a,494.99,0.5798799158681475,0.48541954471173077,0.6743794187748571
A,1,IDP386,498.15,0.014569853275550491,0.22598701933348642,0.044369402548822885
A,1,gpm229,498.41,0.48825156985865487,0.6016458111705549,0.6545964241357767
A,1,gpm4,498.42,0.4885027621181155,0.6097742279126495,0.6599191173150668
A,1,umc1972,501.7,0.3454164345436788,0.23265323866179166,0.25952737901737793
A,1,IDP741,503.17,0.7085316699735268,0.42625540284976665,0.7026432417845829
A,1,IDP4037,504.06,0.8479198462973605,0.3644200763512224,0.7368573428260501
A,1,IDP4052,505.7,0.8722466842322589,0.4163527477251336,0.7920219353648698
A,1,umc1812,506.6,0.5523329826234484,0.24434705610510193,0.5156908240830387
A,1,IDP1703,509.1,0.5588771599290424,0.009898489902121261,0.04216135076856158
A,1,myb6,513.1,0.3880449710365271,0.9831913042505954,0.8198630551355224
A,1,umc1590,515.4,0.38801886922308426,0.9831925781089922,0.8198340652312864
A,1,AY109499,516.1,0.4034339467817422,0.9818373390952192,0.829212557893096
A,1,AY110566,517.3,0.4239452051123576,0.5709720158960786,0.5660387126585407
A,1,bnl5.59a,518.8,0.04719323204030211,0.9999808496320723,0.28550127958666477
A,1,IDP846,520.8,0.6920650451429573,0.5238951912269091,0.6694088290112938
A,1,php20654,521.7,0.543750007810837,0.8253685451176862,0.7747002155164895
A,1,AY110296,522.3,0.5674026619002631,0.8672565519495197,0.8193537910908053
A,1,asg58,524.1,0.4488209476717859,0.9837716358765723,0.8351290950386911
A,1,umc1811,524.8,0.45196253629848765,0.9858938511245687,0.8402873738850558
A,1,bnlg2057,526,0.5112335201869453,0.9914466788382541,0.8868976233085994
A,1,umc2234,527.4,0.533425232687404,0.8339603210538583,0.7050313570208019
A,1,mbd119,527.67,0.9697786236680785,0.8338152628962129,0.9791822295880844
A,1,bnlg1598,531.2,0.9891641452500163,0.8734765049392028,0.9907393838280931
A,1,umc1123,533.5,0.9658129183517467,0.2756565917082168,0.6913643855702658
A,1,AY104360,539.7,0.26781941751083815,0.43990520552381107,0.10532899547990983
A,1,mmp156,542.6,0.9340488587254088,0.9706208206949396,0.9939657304000259
A,1,bnlg1057,546.7,0.9942915898499736,0.5973288829027064,0.928222774487313
A,1,umc1396,546.8,0.9997129769672695,0.6825267659641535,0.9660640346770888
A,1,nact15,547.22,0.9957090933593089,0.7778121974786405,0.9702626046960967
A,1,umc2235,548.4,0.8831121069433343,0.63411741142827,0.8118863665197346
A,1,umc1748,552,0.9997102704500137,0.7851162607514715,0.9871595153692928
A,1,umc1919a,554.2,0.9929886385158626,0.6954315962555263,0.9627108054561601
A,1,bnlg1615,556,0.6028039756050846,0.9947366655287195,0.9431348737087676
A,1,csu805,556.9,0.5324662397045655,0.9859128710216325,0.819622615137924
A,1,gpm688,557.88,0.6277019515216541,0.9907633732595043,0.8905295310143239
A,1,gpm894,557.89,0.6291533865956137,0.9907581651728803,0.8914058078244108
A,1,gpm169,558.46,0.7474361937080735,0.8727124553044402,0.8527816053060542
A,1,AY111153,559.41,0.47498564398073095,0.9970707343843972,0.8082982551368791
A,1,gpm906a,559.45,0.5058835798481668,0.9976748907844913,0.8299163385063915
A,1,gpm906b,561,0.5764014892995478,0.9992952854878753,0.8778060419629193
A,1,IDP168,562.02,0.8912403626152169,0.35783666056527774,0.7323450209826793
A,1,umc2151,562.31,0.9983056219087103,0.3260903218831804,0.789826071477806
A,1,IDP2465,568.93,0.9968545497617587,0.5227262254560889,0.9139943173658953
A,1,ntf1,569.21,0.9289544875026688,0.5963193449210765,0.9321848480787236
A,1,umc58,574.31,0.9662706066474231,0.7816749846575717,0.969424285623898
A,1,asg16b,576.61,0.571669915655055,0.8609313677682437,0.739516606894004
A,1,IDP790,581.55,0.9934433897819623,0.131097896822938,0.4992766143130049
A,1,IDP4057,582.07,0.9935035301536942,0.13103859303349122,0.498751742184935
A,1,IDP438,585.41,0.924957551188277,0.08296863445366613,0.3078839555271016
A,1,IDP295,586.3,0.9508724521788385,0.12472274171240338,0.4284409634315367
A,1,umc1709,586.61,0.9261339671692213,0.825030672202571,0.9637047799797721
A,1,php20644,588.01,0.5680203741261619,0.6794625192917777,0.7736422824947117
A,1,umc1924,592.21,0.9479630010793596,0.6761695752061415,0.9257804768538086
A,1,ufg50,595.91,0.5891376666890202,0.34755100061738425,0.634871821290998
A,1,uaz147b,598.41,0.5788059792080468,0.40510183062985616,0.6503890231282484
A,1,gpm136,601,0.736876106258449,0.7019704343510773,0.8611369690438943
A,1,csu1132,602.21,0.9820518882020127,0.1799635439198707,0.5625025548808705
A,1,umc2236,603.21,0.4874358142907719,0.2665274468342083,0.43597618050555276
A,1,umc1925,604.91,0.8195534396973041,0.7112698085757877,0.878296558274807
A,1,asg62,605.71,0.037635536819757724,0.8894718295435268,0.13494363177207788
A,1,IDP1972,606.8,0.24563180649811053,0.5995768427303172,0.4833448934456006
A,1,gpm260a,607.21,0.8541438721100842,0.21591156475425158,0.5650505283247818
A,1,gpm820f,608.19,0.9413359265610173,0.4151609644595683,0.8096011648247228
A,1,umc2237,616.91,0.004615166996904334,0.4792048287485399,0.023184904842482368
A,1,umc2239,629.01,0.5568858097427923,0.06714164834899874,0.08489109236477266
A,1,gpm192,630.33,0.9006166466109462,0.14233561062408956,0.4673195409352572
A,1,gpm96,631.43,0.875419998189822,0.21199286543438653,0.5762466677718276
A,1,umc2238,636.71,0.6582617631844495,0.11255543403578723,0.24376072036264151
A,1,IDP1656,637.8,0.859540660932461,0.03577226450043435,0.20090500425380575
A,1,IDP716,639.93,0.8274311422772709,0.04751538916805015,0.24118443988773347
A,1,csu374b,640.71,0.9245452789816915,0.11246180885474495,0.43924649358760837
A,1,IDP198,644.4,0.89939545833811,0.03572832232002481,0.20640069689354057
A,1,bcd98a,647.91,0.989463288258781,0.0021928815477810365,0.03196393857945539
A,1,umc1358,651.81,0.8621670724071983,0.23117962235519957,0.6158900767429781
A,1,AY111834,655.11,0.557543268612734,0.38604771236517577,0.45829971596297314
A,1,bnlg1556,657.01,0.4884220118516531,0.33140710367845444,0.5125745705264619
A,1,gpm420b,659.31,0.7775434481523205,0.16460845581349662,0.47214392261348503
A,1,dmt103c,666.14,0.34248913087922256,0.17112502668009513,0.26022929709876624
A,1,IDP243,667.72,0.5477465078759433,0.05382599717486354,0.14210347621951158
A,1,umc23a,668.61,0.27428187125101783,0.7332054074446034,0.3838249219657404
A,1,IDP3873,674.22,0.999432784439518,0.14797852252025157,0.5588316297144331
A,1,gpm852,678.16,0.7818493812961231,0.982628355535902,0.9780799026488951
A,1,hmga102,682.49,0.7494493927257855,0.9836313941406974,0.9560267663015665
A,1,gpm802,683.08,0.905941729448416,0.8294818698596913,0.9541477885639684
A,1,lim442,683.61,0.7847864997503551,0.961259208393551,0.9216093925870189
A,1,gpm440,687.81,0.9998335040877917,0.9862593811865168,0.9999421479285082
A,1,gpm415a,687.82,0.9999181392577253,0.9710371400141815,0.9997918008374158
A,1,gpm63a,687.83,0.9998964708862504,0.9709341250136257,0.9997854688725722
A,1,IDP856,691.85,0.05067788643978251,0.8184007530082731,0.27550687104287486
A,1,mmp173,692.03,0.10186431126407176,0.7851747178212574,0.4240798220143963
A,1,php20661,698.33,0.48305427637375087,0.7051691524751381,0.7733377015420632
