"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Low.Water","m__est__Low.Nitrogen","m__est__Pathogen","m__est__mean.QTL.add","m__est__Low.Water:mean.QTL.add","m__est__Low.Nitrogen:mean.QTL.add","m__est__Pathogen:mean.QTL.add","m__se__(Intercept)","m__se__Low.Water","m__se__Low.Nitrogen","m__se__Pathogen","m__se__mean.QTL.add","m__se__Low.Water:mean.QTL.add","m__se__Low.Nitrogen:mean.QTL.add","m__se__Pathogen:mean.QTL.add","v__est__(Intercept)","v__est__Low.Water","v__est__Low.Nitrogen","v__est__Pathogen","v__est__var.QTL.add","v__est__Low.Water:var.QTL.add","v__est__Low.Nitrogen:var.QTL.add","v__est__Pathogen:var.QTL.add","v__se__(Intercept)","v__se__Low.Water","v__se__Low.Nitrogen","v__se__Pathogen","v__se__var.QTL.add","v__se__Low.Water:var.QTL.add","v__se__Low.Nitrogen:var.QTL.add","v__se__Pathogen:var.QTL.add"
"11","A","1","IDP1464",21.17,0.859546184621608,0.930291466278557,5.95245231620866,0.20272741407073,6.91295638292018,0.546052563358537,69.955107862101,4.89487456689588,-16.7828113594773,-1.76843857728742,-0.552135622350179,-0.17270241476807,1.37841626248578,0.135402288354015,0.404274319344182,0.402228763296459,0.3945327671457,0.394006791645475,0.271714257183997,0.2731416534482,0.270514467185515,0.269660703615226,4.93065628750275,-0.412008323391489,0.269945613294771,0.167230834148151,-0.189466092374335,0.0805071071449358,0.0197423095626279,0.0139735140675259,0.0740510131073568,0.0729951048617141,0.0729313869562247,0.0729968866698114,0.0538840778605021,0.0532136033635908,0.053158118754096,0.0532100561083613
"12","A","1","fus6",22.62,1.87009116694976,0.759636917551859,4.68179037081524,0.321532582640257,6.73526847871549,0.565445931485234,70.2159720690888,4.7896450809723,-17.2223501453432,-1.79715656376425,-0.821906329572485,-0.0620575719431583,1.81106139231441,0.188970505833208,0.409697349472978,0.408689939185137,0.401502403705049,0.401177163622963,0.274283246465079,0.275346850035819,0.272589861654038,0.271835037361193,4.920427613098,-0.406149632280685,0.277152060116403,0.174576663640452,-0.169341056169577,0.071530091808386,0.00695948630272857,-0.00102508666296595,0.0803042281239004,0.0792454037344618,0.0791785006206706,0.0792501052873176,0.0577619918656576,0.0570548686653514,0.0569968884979875,0.0570523177621845
"13","A","1","AY109692",23.62,1.93314200613185,0.748054393914679,4.67545264781613,0.322247147162025,6.78082463290929,0.560454261713749,70.2307139635431,4.78834937124823,-17.2230641013624,-1.79500496332145,-0.837925912231684,-0.0612792825812707,1.81347737387385,0.18796537440884,0.410016182290956,0.409084845052313,0.402003433796614,0.4016328532653,0.275018229843284,0.27606149961568,0.273304966361236,0.272545337758426,4.92029618405903,-0.404278450567007,0.278389112167494,0.173758756092968,-0.169793320296937,0.0697060623717725,0.00604000140563966,-2.28520251125862e-05,0.0809269426427073,0.0798602680938275,0.0797925512017576,0.0798649968239114,0.0583319297677081,0.0576098192552089,0.0575509804138009,0.0576072365776547
"14","A","1","mmp102",24.42,4.90529493187544,0.297153586449693,1.32872131917265,0.856484037631255,6.33822454337071,0.609402145461084,70.676599931336,4.75261058886508,-17.444316396195,-1.98406301182957,-1.32737871036401,-0.025151817419627,2.06721476411267,0.431673880104957,0.398608445642843,0.401992066073293,0.397526168486496,0.395697736897698,0.273348303093458,0.274433083915905,0.272062671017303,0.271200252164463,4.84112172928878,-0.395910183934998,0.355994542258257,0.197596898923228,-0.0895609693744727,0.0705848861958044,-0.0776870547353468,-0.0288398714370327,0.0807941600783419,0.0797889282292155,0.0797133084112894,0.0797896886612445,0.0581661781645895,0.0574302083894777,0.0573732424662622,0.0574278899410162
"15","A","1","AY110314",29.42,5.38334757476016,0.250175193822703,0.875884510229085,0.927994796891471,6.44208498567251,0.597838509021533,70.6733468352024,4.80318135134591,-17.0803470148591,-1.99768605717852,-1.40230439828215,-0.0856648398726277,1.76934776199758,0.483349653867996,0.387129137052122,0.393176475083436,0.391482706965095,0.388970601767996,0.275232574263193,0.276178043276112,0.274081447333834,0.273108255440134,4.81827976299924,-0.346880705310864,0.373340321256617,0.197846554015,-0.0738850721875426,0.0170532458456187,-0.0975493329778534,-0.0255382991081865,0.0703567079665602,0.0695990264296287,0.0695351512133596,0.0696010907149302,0.0526672430607254,0.0519947703313152,0.051942414668788,0.0519938230725491
"16","A","1","umc94a",38.62,7.20597760296113,0.125395445712809,4.43554606268797,0.350258608387592,11.5071048149447,0.174587251277682,70.7941256362977,4.47528110757216,-17.1085946448649,-1.99525259485059,-1.67571180169345,0.188002407085992,2.04457092134838,0.524380054435016,0.340569082334672,0.350703995147501,0.357135074886856,0.347904562825059,0.285550926712523,0.282175998456803,0.281002346402967,0.278561462104664,4.60422999564477,-0.29548416600222,0.547937849784225,0.194421398661747,0.173261165316107,-0.0454313358146766,-0.318071581744259,-0.0233960104951807,0.0667019881369332,0.0656861647588937,0.0656083953786881,0.0656861165355367,0.0533883542118191,0.052863215127213,0.052809354356633,0.0528569720189751
"17","A","1","gpm331",38.71,7.25393754610577,0.123062021358945,4.48665947010889,0.344132253734395,11.6003724123433,0.169944555111568,70.8023193127853,4.47176861490462,-17.1152792986303,-1.99541730408096,-1.68278314938606,0.190486712422596,2.05032455913701,0.524199812622799,0.340777477592272,0.350929543863536,0.357423252024092,0.348124016711088,0.285770117865168,0.282364576089077,0.281209423263744,0.278744364932244,4.60300446706273,-0.295265353455465,0.54978369772645,0.193969340085916,0.174323425542427,-0.0455609359982437,-0.319662112281914,-0.0230379718071545,0.0667982390576985,0.0657786172090363,0.0657005758169738,0.0657785860488314,0.053452823735411,0.0529242870232713,0.0528702099567143,0.0529180468420868
"18","A","1","lim179",47.02,11.5736463304854,0.020820021090932,4.34789275441156,0.360966309808527,15.8535387007671,0.0445250453618627,71.2972910504365,4.2891244754509,-17.1680592402758,-1.9780684457248,-2.06064285573376,0.26047185537165,1.94732289173888,0.524838130407763,0.350413027802626,0.360975376396712,0.371942546779233,0.357248509345151,0.275709455982883,0.272919102933367,0.274118884708168,0.269643464184669,4.59163944882558,-0.290795472456151,0.630200705188394,0.141251964654427,0.16203603478144,-0.0422644014406182,-0.375069414551264,0.0244391242893725,0.0712045269103802,0.0700717474017984,0.0699688209461175,0.0700698938030413,0.0539894462997514,0.0533130379128179,0.0532562529869724,0.0533097049642048
"19","A","1","IDP755",52.47,13.8544570362539,0.00777435302290169,4.48506854428069,0.344321637633377,18.4109278272517,0.0183481009830583,71.410985555904,4.28387660550876,-16.8247124038808,-2.0319773690849,-2.23666818238235,0.326833902809253,1.56397126309923,0.584392090745685,0.346317896925438,0.357110515617426,0.369117271818028,0.353627086619485,0.273305519106561,0.270433562191851,0.272166462814641,0.267346931478528,4.58278620791577,-0.30865860020404,0.653255179666488,0.14555944136785,0.163751150360365,-0.0192613363177296,-0.402824295229795,0.0239531648572842,0.0706855019974073,0.0696203701178326,0.0695156673576194,0.0696235531847728,0.0536968679290129,0.0530745662344942,0.0530180481488984,0.0530688722555609
"20","A","1","AY107629",54.63,13.8567389326354,0.00776660561637753,4.48525096824825,0.344299917636617,18.4127798389911,0.0183360066533613,71.4111891282326,4.28353833853644,-16.8243917668771,-2.03212647521836,-2.23690980779194,0.327185107072996,1.56364081546679,0.584641879229258,0.346322476656121,0.357113575458491,0.369120408027216,0.353628999377669,0.273310232386127,0.270437591628941,0.272173303277842,0.267353579106713,4.58277348253473,-0.308671825629451,0.653297907626841,0.145539586701225,0.163765299329475,-0.0192347451135857,-0.402872340763516,0.0239635580554487,0.0707009258018461,0.0696353107559588,0.0695305902501087,0.0696384977259057,0.0537083399068449,0.0530863162017808,0.0530297831222713,0.0530806539608683
"21","A","1","mmp49",56.12,13.8188813183237,0.00789612147174247,4.42858778595913,0.351099300420795,18.3341338676894,0.0188562950037978,71.4170140186345,4.29532010143193,-16.8472672758186,-2.03547594991572,-2.23294300515471,0.31160010804263,1.58437370199702,0.582014445399313,0.346988331506067,0.357845176516455,0.369821745037985,0.354374317098636,0.27318741283865,0.270349889973999,0.271976109215029,0.267167186089557,4.58325225214882,-0.308189432714707,0.653031589292473,0.146906991069783,0.162684138601148,-0.0200192023328917,-0.401208011103297,0.0225834760115359,0.0727346679753021,0.0716390813878976,0.0715312230437205,0.0716425109925332,0.0551630953197526,0.0545147844845403,0.0544562934381516,0.0545079427463076
"22","A","1","cdo1081a",57.82,13.8131490299235,0.00791591582753128,4.42360451814507,0.351702360421782,18.3231996046006,0.018929728080299,71.4153519585458,4.29453645112777,-16.8443160819948,-2.03477954452731,-2.23197054246027,0.31284820949018,1.58128017598851,0.58171931220425,0.346924156084577,0.357767257798016,0.369736174939582,0.354292196472926,0.273141241004321,0.270305501950715,0.271934666054951,0.267127895081915,4.58344306932721,-0.308364985639757,0.652867554202216,0.146743896322105,0.162539751627014,-0.0197930358286547,-0.40115141935867,0.0227295419266488,0.0741332229067282,0.0730168474667466,0.072906971124815,0.0730203232210179,0.0562254532438467,0.0555651366003458,0.0555055865085366,0.0555581682025047
"23","A","1","asg31",65.22,4.16429496355303,0.384227331133119,5.24132196479879,0.263420311100442,9.42918916956628,0.307392695311022,70.460231767124,4.51284369243792,-15.8645212739766,-1.85808940644473,-1.24846693914979,0.206405075487008,0.456619351896883,0.326637970877524,0.342145387019853,0.349993721044961,0.357639370056857,0.346631543103911,0.27959653262052,0.276563669254561,0.275533862586017,0.272546250951936,4.60551065186177,-0.306883341275313,0.571104178612108,0.167242072480007,0.177659073693441,-0.0442765218701822,-0.342168773276311,0.0116012517402362,0.0733647112587005,0.0719068356802847,0.0717645338078981,0.0719093598978336,0.0569530787977822,0.056429113302914,0.0563736063112655,0.0564219374996699
"24","A","1","npi415",66.02,4.17364394401475,0.383015470227645,5.25287918020254,0.262320496866117,9.44927369360987,0.305823427203435,70.4619080680069,4.51284302791124,-15.8661591052411,-1.85862266378646,-1.25019752919707,0.20617989491936,0.45878113189366,0.32702769234772,0.342186157989403,0.35004544711171,0.357702253143416,0.346684809863708,0.279663476290475,0.276624514575555,0.275599119297226,0.272605386346099,4.60525380907763,-0.306860180616223,0.571440317792985,0.167319728238773,0.177900486589908,-0.0442802971192115,-0.342446004105175,0.0114359251573176,0.0733607580463648,0.0719030888772296,0.0717608986810703,0.0719056362262652,0.056953020279442,0.0564290246259426,0.0563735917178614,0.0564218823586017
"25","A","1","ufg31",71.62,0.00624755608230537,0.99999513115408,1.31969863022302,0.85802461517334,1.32899102421078,0.995196661699453,69.3834680747598,4.82269399219198,-15.7213536531699,-1.82310267346772,0.0495435142473517,-0.107063836417805,0.307553465722927,0.287990258987527,0.339179776767064,0.342087124206139,0.341983805489926,0.337631708222311,0.287860711853719,0.288259314815214,0.285444987176656,0.285038403578864,4.69440712781057,-0.353935645866562,0.419191732123986,0.194064329024177,0.0914512870962246,0.0178409759912052,-0.178999604675116,-0.0123146024105931,0.066158239850387,0.0647862693461698,0.0646773638952361,0.0647906331680122,0.0544498037710558,0.0541650297132779,0.0541215246455831,0.054157221819009
"26","A","1","gpm330",71.91,0.00624132892696986,0.999995140845054,1.31942593849017,0.858071120485563,1.32870953378296,0.995200202197703,69.3834850732857,4.82249131661746,-15.7209681965417,-1.82284982021661,0.0495128674507553,-0.106769733599371,0.307003431657813,0.287639288673814,0.339169274542716,0.342076092121182,0.341973503087136,0.337621499844599,0.287829497339553,0.288227866061657,0.285413455438847,0.285007215518197,4.69441726034113,-0.353911332277759,0.419170820452001,0.194033874729365,0.0914362823035236,0.0178071659294735,-0.178962510936669,-0.0122712016832738,0.0661420085265241,0.0647704227381767,0.0646615488339222,0.0647747861767065,0.0544321742814513,0.054147268657728,0.0541037823126458,0.0541394592094573
"27","A","1","ufg33",72.02,0.0063214836839914,0.999995015368614,1.3186046532483,0.858211164103146,1.32798269789826,0.99520933601242,69.3832517388307,4.82267909768093,-15.721682176154,-1.82310136081449,0.0498310883643952,-0.107086766801599,0.308014018182771,0.288100361987131,0.339165727248392,0.342070924107328,0.341966105385729,0.337614460510067,0.287832849296219,0.288233449782351,0.285421120583712,0.28501456997393,4.69443837130437,-0.353979689965542,0.419179725008452,0.194052491322692,0.0914035021308731,0.017912722983066,-0.179001785905343,-0.0122910405445003,0.0662079659171792,0.06483489656552,0.0647259163236211,0.0648392644482097,0.0544884058107339,0.0542036933310562,0.054160180118121,0.0541958688496771
"28","A","1","ufg32",72.82,0.00588890274598168,0.99999567360293,1.32401040691195,0.857288844121768,1.33291799081306,0.995147086679727,69.3845109308408,4.82294958665158,-15.7251770932358,-1.82487612306498,0.048096575222499,-0.107888180260921,0.313049943408127,0.291405670822682,0.339074299233634,0.341983956258989,0.341885863600073,0.337519532403788,0.287887764134017,0.288295167902775,0.285499889285918,0.285089453166269,4.69426929360315,-0.354352519724338,0.419737338323314,0.194082290083297,0.0916058392598177,0.0185267421012093,-0.179973101287974,-0.0123032214248978,0.0663864792786786,0.0650093759538792,0.0649001354345569,0.0650137504691824,0.0546565068528678,0.0543753342275738,0.054331829759849,0.0543674166718013
"29","A","1","ufg34",74.42,0.00533010611759047,0.999996455049316,1.32941314342254,0.856365766308694,1.33762082841487,0.995087266746035,69.3863272295315,4.82551594462395,-15.7359692456306,-1.82859606917385,0.0457853656873054,-0.112615403629666,0.328417582274884,0.298010482474276,0.339031916262086,0.341947447303206,0.341852475428659,0.337465257218631,0.288116186624,0.288537615089916,0.285768330484615,0.28534922806278,4.6940514333294,-0.355011312491712,0.420644502626371,0.194246438420219,0.0918502849209297,0.0196089083499218,-0.181612869288602,-0.01247434120533,0.0687888457754806,0.0673608379177115,0.0672476257033292,0.0673653528442577,0.0566847254326083,0.0564017771357501,0.0563569093339815,0.056393407062482
"30","A","1","AY108650",77.57,0.100007948969957,0.998790706686259,1.07506400512032,0.898208129576303,1.19192045855935,0.996721102581703,69.2519238244615,4.64536944445149,-15.6364389773885,-1.86649007022038,0.195758622097269,0.14866201640677,0.17389505025647,0.357737634238208,0.345114311729825,0.348109506969812,0.347494971788032,0.343113612369737,0.283438849208697,0.283867807442495,0.281433821854791,0.280798279646427,4.69657524866115,-0.376131590999592,0.427661692087757,0.204516360872293,0.0816754277121206,0.0429189239471824,-0.182275730872846,-0.0217185578085385,0.0670980315666135,0.0657210462481529,0.0656051345517137,0.0657238470866437,0.0537209925626427,0.0533425929309805,0.05329580852253,0.0533344135172081
"31","A","1","gpm495",80.45,0.0321927386893132,0.99987183524448,0.836496526810864,0.933489307150858,0.863579122510245,0.998972067010945,69.4756383010927,4.77404593698554,-15.4280100215019,-1.70787005656978,-0.110724479511041,-0.0229759973152225,-0.0965754063521473,0.174979148875919,0.34538459095821,0.350082177400464,0.351975745778284,0.346865263569234,0.282525206635639,0.280699136731496,0.276963257118486,0.276286334721606,4.7154268908778,-0.307835053300299,0.437202750943814,0.185929312026756,0.0724395991151753,-0.0526149739774484,-0.224274242435757,-0.00288541148339683,0.0688225643224959,0.0674014051258051,0.0672851214561132,0.0674054413189328,0.0561963534245247,0.0558241533928386,0.0557756245168244,0.0558138476808241
"32","A","1","gpm83b",80.75,0.0322313433641484,0.999871529327633,0.835941998738202,0.933565620585825,0.863064903080298,0.998974305359539,69.4756901042378,4.77433065365925,-15.4284139396473,-1.70788410066103,-0.11077958215114,-0.0233817158212143,-0.096009229988854,0.174966855647401,0.34538006735591,0.350078011956658,0.351970219423286,0.346861453444128,0.282498860457862,0.28067211363936,0.276933519567926,0.276256231638718,4.71544799292684,-0.307844427995208,0.43716441829001,0.185968848470323,0.0724092570491956,-0.0525960779224712,-0.224213982935997,-0.00294563894087458,0.0687894501452644,0.0673689475853596,0.0672527117078713,0.0673729795675336,0.0561657300053272,0.0557932041850174,0.0557446691739532,0.0557828638589285
"33","A","1","gpm767",80.94,0.0322686288720897,0.999871233521885,0.835655642253918,0.933605017061735,0.862806937094969,0.998975426971688,69.4757314714762,4.77431396675875,-15.4284676243291,-1.70788999909779,-0.110841582281828,-0.0233598230716922,-0.0959356063423916,0.174982832145358,0.345377035826828,0.350074774658877,0.351966505410964,0.346858099699061,0.282493098466951,0.280666573031169,0.276928072847722,0.276250830781266,4.71545926048463,-0.307849865121651,0.437150326857086,0.185971158361199,0.0723950358492452,-0.0525876093181182,-0.224197695007153,-0.002950201679467,0.068773818891871,0.0673536599313079,0.0672374542159689,0.0673576902322294,0.0561526397427349,0.0557801710350559,0.0557316474874924,0.0557698337206455
"34","A","1","bnlg1014",81.12,0.0322423507717946,0.999871442035024,0.835755293644796,0.933591308071082,0.862881038125059,0.998975104875449,69.4756888523972,4.7742876334494,-15.4284380788578,-1.7078981892887,-0.110795292578519,-0.0233145485807342,-0.0959751113798075,0.175002005676491,0.34537430563241,0.350072379402402,0.351964105094036,0.346855773769399,0.282490116682902,0.280663405677766,0.276925054055249,0.276247694482611,4.71545649287785,-0.307852453804996,0.437148828221535,0.185977696773218,0.0723986775205259,-0.0525827719988673,-0.224196465484751,-0.00296010368584826,0.0687564116278995,0.0673366418549807,0.0672204723143429,0.0673406711376515,0.0561381929293279,0.0557657906078148,0.0557172815581258,0.05575545699141
"35","A","1","umc1363a",82.02,0.176277435550797,0.996336646996867,3.23737223140414,0.518915923385354,3.44941371348889,0.903079991198146,69.1741677372561,4.68325947091412,-15.0964259774999,-1.67761081643443,0.259309826472542,0.144880301327225,-0.523950004814325,0.112398786272358,0.342154558178818,0.349332983587763,0.353291550593107,0.346933055065412,0.28308346567035,0.280215325753863,0.276618966023536,0.275196944532978,4.65589664319088,-0.29665160713256,0.48193220505003,0.207978460751218,0.141521784238711,-0.0675379057961873,-0.268080409088843,-0.0302393014118419,0.0675805816236156,0.0662056894445112,0.0660965522206119,0.0662108388364522,0.0541902952185938,0.0537755839789013,0.0537237127055865,0.0537637090640191
"36","A","1","gst12",83.52,0.000400107973481539,0.99999997999187,3.50407074971515,0.477259648060975,3.50786642035409,0.898578280530032,69.386094067229,4.6847745650465,-15.672382332367,-1.77624161040355,0.0126276724325127,0.0514896102013593,0.26164373437841,0.32615030911596,0.33358175981546,0.339855634921741,0.342511254892584,0.336762056782123,0.290240954469357,0.286184351771722,0.283570363542703,0.282060558321989,4.65527839752119,-0.333433370502173,0.492021389085929,0.213769411696492,0.14966408050945,-0.0159836457323458,-0.308917715900926,-0.0403456790946489,0.0667352108687627,0.0653580978684342,0.0652383457604602,0.0653596242288354,0.0559275149905364,0.0556650543669256,0.0556201153592106,0.0556542743403704
"37","A","1","umc1269",84.62,0.000700047136910775,0.999999938756043,3.50123174438699,0.477691079762972,3.50645605868205,0.898688018285061,69.381216960287,4.66132376756778,-15.6459744184748,-1.77203599318546,0.0167778343524182,0.0886762506588705,0.224860496268823,0.326805603478885,0.333110735203579,0.339214258112034,0.341786003832588,0.335995165485489,0.29115271417427,0.287062265601057,0.284556283999895,0.283071205975931,4.65563210325856,-0.33400360355523,0.492139047830341,0.210665248329252,0.149918109463364,-0.0154687497226364,-0.310507322804636,-0.0359389584730129,0.0675684846130347,0.066166469348217,0.066046291455667,0.0661677744879448,0.0568374012810123,0.056593852755622,0.0565499749551898,0.0565848905922779
"38","A","1","umc2012",85.72,0.00164767291081878,0.999999660833071,3.48787196521011,0.479724833515469,3.49553908403583,0.899535585756698,69.3733966671867,4.63950691604322,-15.6181880953263,-1.76471654210278,0.0257914960898176,0.124236067835816,0.18464776932134,0.323068322233591,0.332419831107397,0.338327463731483,0.340789701940373,0.334954234878214,0.291563397335508,0.287432675820524,0.284956065987555,0.283497358626153,4.65622533094781,-0.334515168289192,0.491702043550121,0.20742364584604,0.149751398491027,-0.0149577418527469,-0.311316777467776,-0.031133523426128,0.0704185130447074,0.0689446933867321,0.0688211863128524,0.0689456824718856,0.0593913112088566,0.0591475481564826,0.0591032404378694,0.0591390568411689
