"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__mean.QTL.add","m__se__(Intercept)","m__se__mean.QTL.add","v__est__(Intercept)","v__est__var.QTL.add","v__se__(Intercept)","v__se__var.QTL.add"
"44","A","1","IDP1437",91.9,1.41143065704753,0.23481904117859,0.0416747684219545,0.838240979484733,1.51984022870749,0.467703788336959,3335381.007043,1761646.6547037,1110256.15171608,682082.806155769,31.4311072868145,-0.0636398928742383,0.346190143663384,0.217494409835047
"45","A","1","IDP847",93.03,1.41180555555399,0.234756891885756,0.0417015750832611,0.83818968225611,1.52020787502477,0.467617821450874,3335123.93292778,1761773.47453408,1110253.90359818,682044.364623336,31.4311169359275,-0.0636580090697503,0.34624845370009,0.217520803416306
"46","A","1","gpm125",96.14,1.4140075680132,0.234392251773911,0.0419598306838575,0.83769636155098,1.52245708734662,0.467092231164344,3333048.96357451,1763045.60489892,1110467.8129182,682029.080864488,31.4313006634623,-0.0638708455681373,0.346528639451999,0.217665785795501
"47","A","1","lls1",97.12,1.41339653435055,0.234493366582759,0.0418456956239642,0.837914187111342,1.5216571322641,0.46727909493467,3333678.5725893,1762570.52118922,1110386.93217096,681997.158252215,31.431213225642,-0.063773851319401,0.346464793606783,0.217624402693354
"48","A","1","php20689",99.42,1.41321144786188,0.234524005395183,0.0417501583437588,0.838096757077973,1.5215199478163,0.467311147746249,3333738.0040172,1762785.65250122,1110355.07475609,682106.799795883,31.4311137433938,-0.0636998236430839,0.346386578457655,0.217610208272015
"49","A","1","umc1685",101.32,1.43746219497094,0.230550454312086,0.036326954722374,0.848841878643015,1.53422165231233,0.464352727880359,3326806.1802965,1782736.38862377,1104437.16188583,684186.949963924,31.4246335259605,-0.0595269358039967,0.343790784793692,0.217504709735994
"50","A","1","gpm557b",106.62,1.34713825909388,0.245779033906843,0.0672835262698976,0.79533381790004,1.48311699009003,0.476370914979508,3427106.92479748,1715704.36590615,1107261.7043182,681130.209030105,31.4523867483598,-0.0803518573955503,0.357821188237659,0.226530392081368
"51","A","1","umc1160",106.63,1.34713885641341,0.24577892922214,0.0672838284412581,0.795333368536284,1.48311788893699,0.476370700887282,3427106.43163972,1715704.85838669,1107261.80135274,681130.259279202,31.4523869444472,-0.0803520520834203,0.357821159747648,0.226530385624596
"52","A","1","gpm584",107.6,2.25066431391052,0.133557056068338,0.890147395264047,0.345437368317991,3.34715759605687,0.187574571489512,3142550.45989315,2186961.65025107,1093046.37189992,662995.100070868,31.5850849827953,-0.286397818743611,0.312491656091698,0.211015297865247
"53","A","1","gpm346b",108.13,2.16354001584307,0.141318787353372,0.823766411446616,0.364081252079135,3.11160270231185,0.211020213576039,3279436.51492961,2100847.74321674,1071094.75058585,652153.749180797,31.5770228073061,-0.274654391446312,0.315630294979617,0.213859244451582
"54","A","1","gpm33e",108.55,2.16770697392769,0.140936245678502,0.820473016261715,0.365041903300975,3.11707457690123,0.210443664564394,3275552.37363699,2103795.5308072,1071185.49427677,652312.314853894,31.5765020540869,-0.274296199578673,0.316929840092113,0.214739454673652
"55","A","1","umc2224",109.23,2.16763191945947,0.140943125650178,0.820507888498555,0.365031713026835,3.11699470159662,0.210452069358132,3275576.11098813,2103780.09461893,1071193.45696511,652320.163724572,31.576512762747,-0.274303739181685,0.316916418851665,0.214731702952055
"56","A","1","gpm556",110.49,2.20668897878982,0.137413318586911,0.792447682484529,0.373361024796526,3.16792361027526,0.205160679352242,3239350.03971397,2131092.01165149,1072047.11488469,653711.240571877,31.5718027011927,-0.271131300432962,0.376026388031703,0.25474471925905
"57","A","1","npi579b",110.53,2.20664781904232,0.137416985851757,0.792426740127085,0.373367339858968,3.16785757518705,0.205167453365851,3239365.28440657,2131082.37038486,1072048.3743265,653714.701730724,31.5718030784513,-0.271129435568533,0.375758753251889,0.254564203015071
"58","A","1","IDP3917",115.28,3.03502684804235,0.08148520157403,0.745664543594238,0.387852342961871,4.08608431851136,0.129633743912937,2662575.51596743,2527574.31083973,1085341.84644842,651061.128733601,31.5344803801854,-0.261895886290977,0.352606335714693,0.232653427219175
"59","A","1","gpm199c",115.57,3.20187466319379,0.0735539133287597,0.998117143150441,0.317766533414448,4.73120474904313,0.0938927247451862,2319296.53439645,2689624.99426336,1145460.52917896,667282.406201992,31.5715030322053,-0.304267938357301,0.391019795216483,0.251626209270327
"60","A","1","IDP1425",118.03,3.19977354655391,0.07364846718349,0.999153113245187,0.317515516474103,4.7311649184261,0.0938945946663868,2320079.22082576,2688620.78248522,1145605.21945123,667232.433941653,31.5717589902008,-0.304434632871653,0.391047536236003,0.251607374185849
"61","A","1","mmp68",121.93,1.35266422547098,0.24481289283398,0.0676585016263128,0.794777012461949,1.48948716781893,0.474856045061183,3422705.18017451,1719311.93830467,1107255.66223208,681106.94595261,31.4523772417614,-0.0805783311674274,0.360243854733971,0.228074824028593
"62","A","1","umc2225",123.03,1.35177518844274,0.244968015593236,0.0675948609554193,0.794871396997424,1.48851293354758,0.475087411924517,3423225.01128682,1719000.59461134,1107308.94140181,681211.915413434,31.4523784973064,-0.0805486306269645,0.360208564993442,0.228073464038393
"63","A","1","csu1171",125.63,1.35685632138947,0.244083052397336,0.0617826935936086,0.803700188072218,1.49570036856455,0.473383146133317,3408704.10790587,1730079.18936009,1108003.19712646,683399.818466228,31.4481491732211,-0.0773903207678201,0.360064275418636,0.228299393258573
"64","A","1","mmp171b",130.13,0.617422144163135,0.432006849436156,0.0193272625584589,0.889432349224778,0.665831065919904,0.716830740169429,3865019.81045608,1228728.34647235,1225756.46966834,726646.112316866,31.4521314240085,-0.0452660339048342,0.499303433644318,0.30000456769414
"65","A","1","gpm403b",131.93,0.617729518917413,0.431892264314084,0.0192544362603369,0.889639522564092,0.666002605549853,0.71676926036607,3864670.36304471,1228890.88449213,1225678.27299559,726566.023565332,31.4520006837941,-0.0451740275754895,0.49948978806222,0.300094929720277
"66","A","1","umc1568",140.13,1.3157210318883,0.251361437907626,0.0127400732610038,0.910132088317227,1.42687576765198,0.489956883882272,2817097.86412214,1876960.71503973,1286564.90072502,744090.652666113,31.4108090004233,-0.0382837298538627,0.453533758335489,0.264926416550998
"67","A","1","IDP3783",140.14,1.31573027582611,0.251359772662337,0.0127410153073648,0.910128779888544,1.42688669717806,0.489954206391318,2817087.71421554,1876965.2091637,1286565.94665605,744090.022692526,31.4108106268672,-0.038285130348,0.453535582405535,0.264927139421888
"68","A","1","bnlg1429",141.83,1.31573496347454,0.251358928213057,0.0127414056137011,0.910127409184784,1.42689199280084,0.489952909086707,2817082.65057285,1876967.64549446,1286566.38347515,744089.765172843,31.4108112659305,-0.038285710496755,0.453536364023374,0.264927454496062
"69","A","1","IDP209",144.3,1.31471265444679,0.25154317300882,0.0126541945960284,0.910434212840832,1.42573059022089,0.49023750799852,2818174.7449381,1876393.04531672,1286473.73175428,744128.852224626,31.4106674657168,-0.0381549000269682,0.453431020763611,0.264889925983928
"70","A","1","php20640",145.23,0.619723504401533,0.43115005199621,0.0193063320801956,0.889491850610944,0.668189178647718,0.715986054387317,3861411.03533745,1230844.74065007,1225915.61485439,726521.38829869,31.4520102209992,-0.045238430005121,0.496364132523556,0.298146596880205
"71","A","1","lim504",149.93,1.08271194678947,0.298091666249619,0.252250563308661,0.615494825938296,1.47165350702937,0.479109189982339,3396229.67208667,1636226.24377069,1237432.59815326,724243.523278832,31.5624557415329,-0.158088424414432,0.381710193187429,0.234348459920866
"72","A","1","gpm283b",151.4,1.08112982627853,0.298444943604534,0.252366749800537,0.615413484564342,1.46857182893147,0.479847989170124,3399850.39325321,1633827.65270096,1236843.12686544,723829.544311028,31.5625054148245,-0.158055725042111,0.381155535381502,0.23399039325278
"73","A","1","IDP343",152.71,1.07981501229178,0.298738942687759,0.251949816617745,0.615705485656633,1.46703257759959,0.480217434647462,3401184.85618989,1633026.8216898,1236769.52012565,723898.969349104,31.5623868619845,-0.157931968823188,0.381067580980592,0.233963782853723
"74","A","1","IDP622",152.96,0.69936418509855,0.402997419760802,0.197027434133942,0.657130990463624,0.955766140702848,0.620094700198402,3954681.37300331,1272199.80920823,1179432.63432084,707467.018418976,31.5507567768841,-0.137693797393506,0.417406936388055,0.262195322374788
"75","A","1","IDP3970",156.2,0.917681233038965,0.338084542197696,0.582221899293417,0.445442722865346,1.62030403744579,0.44479044460785,3727296.22118085,1475224.53822023,1215044.39398574,713104.068578892,31.6381492039835,-0.234289987142338,0.391186158688815,0.247675300066905
"76","A","1","umc1976",158.93,0.909468363391539,0.340255516903675,0.577859597100157,0.447152515585913,1.60967911946357,0.447159663220781,3735977.70386834,1470526.94275616,1214518.92068888,713968.914573349,31.6373696017556,-0.23360351690626,0.394486659413482,0.250109909394337
"77","A","1","gpm667",162.62,0.918732856871423,0.337807902766759,0.582605591442067,0.4452928207915,1.62143806365243,0.444538314084936,3726264.03757143,1475903.8119506,1215061.96599222,713034.254142348,31.6381967690002,-0.234350364521865,0.391130886388179,0.247618182012221
"78","A","1","gpm774d",162.74,0.91873286413467,0.337807900857144,0.582607142051503,0.445292215152952,1.62143976943953,0.444537934941238,3726262.50237597,1475904.60177086,1215062.68846815,713034.631134218,31.6381972043717,-0.234350705367285,0.39113077211947,0.247618108717555
"79","A","1","umc2226",164.13,0.735997607537958,0.390946011402054,0.907112649732816,0.340881680150234,1.80659812094782,0.405230571926626,3696640.61284521,1410117.47695884,1345475.49629434,761240.812386633,31.7308715128574,-0.296574312224687,0.45809624688076,0.281222845440033
"80","A","1","mmp135",164.33,0.73599741176219,0.390946074412275,0.907094568892491,0.340886492145409,1.806590570661,0.405232101733039,3696640.54713944,1410116.20500299,1345474.87530494,761239.680091923,31.7308702253216,-0.296572651461774,0.458063384229343,0.281202299855802
"81","A","1","bnlg1127",165.83,0.73593242310831,0.390966991744773,0.906939771655991,0.340927693286048,1.80637138215927,0.405276515275344,3696752.97960648,1410091.74647214,1345448.05633124,761259.688748689,31.7308353591425,-0.296550976260937,0.458883743675864,0.281716945929155
"82","A","1","bnlg1953",168.33,0.735991951162378,0.390947831906324,0.907104053407639,0.340883967945951,1.80658782261085,0.405232658532489,3696656.82605051,1410107.31503195,1345471.10832736,761238.044872505,31.7308695958548,-0.296572873499986,0.458046112663155,0.28119194244139
"83","A","1","gpm768",168.34,0.73598729746301,0.390949329708398,0.907101863770552,0.34088455069156,1.80658231979733,0.405233773493899,3696662.93468691,1410102.72826157,1345470.91079531,761237.910797006,31.7308693021967,-0.296572427887682,0.45800932411204,0.281169324652388
"84","A","1","gpm291",168.35,0.713172377027091,0.398392667031012,0.891470286483921,0.345079185033819,1.77401793102831,0.411885877025613,3727823.3762858,1391754.90447455,1343599.32431661,762944.142339885,31.728324860706,-0.294428866478001,0.441155336729202,0.271637798709502
"85","A","1","IDP4048",177.32,0.00955584734345125,0.922127623564078,0.0468159372223752,0.828699420395355,0.0567144573932893,0.972041063809333,5404787.21457686,141890.577751584,1062141.17838105,683083.823771822,31.4928155607194,-0.0659426272417214,0.307318184236865,0.203048470905309
"86","A","1","IDP2552",178.95,0.00153974267025209,0.968699397642135,0.0119304877731414,0.913022626170522,0.0135014637620936,0.993272003121349,5623782.7800177,-55789.8171190426,934050.536730287,669176.04519448,31.3858309490179,0.033034545788564,0.286953385141481,0.202196298048056
"87","A","1","npi403b",182.13,0.00168523549106815,0.967254743840646,0.0121346689297635,0.912284488321927,0.0138634222829474,0.993092257754404,5626521.19237044,-58495.1994978941,935013.649368924,670651.007897465,31.3854771841868,0.03336533994239,0.287734775432998,0.202957837034388
"88","A","1","IDP645",193.89,0.399334946590796,0.527432918101696,0.136982786287528,0.711299148256137,0.529467551873262,0.767410225851669,6535433.2802833,-888828.823272634,920492.450941784,659000.708434093,31.2728065669734,0.112792037974565,0.365743039163945,0.247960750354205
"89","A","1","umc76a",196.73,0.184119779156731,0.667856414133766,0.0748688539318258,0.7843753290186,0.255067148713687,0.880263861045095,6278010.9841119,-608972.334063644,980642.216198491,666537.997641578,31.3096338755364,0.0844370853652698,0.304232246356697,0.199312262722618
"90","A","1","ufg78",198.03,0.000584563056989163,0.980710834745678,0.22861675157064,0.632551388488943,0.229358478240217,0.891652105155596,5603016.63457188,-34265.9561019932,885673.494361942,667044.640922868,31.2600357327113,0.145281789937085,0.279578961694213,0.195233652357723
"91","A","1","cdo1387b",199.83,0.000367291096883649,0.984709605966774,0.229322376428274,0.632026731937129,0.22974467885092,0.891479943484593,5595545.88976195,-27130.4995434184,885572.97389988,666298.288605237,31.2598146270285,0.14531832117105,0.27927308841993,0.194804978728026
"92","A","1","gpm518",201.34,0.000228614934503818,0.987936430991505,0.230140057405238,0.631419997486836,0.230366722688305,0.891202716796118,5589508.22127657,-21382.5176081267,885463.833912581,665618.901635785,31.2595551826918,0.145393799193598,0.279092477825722,0.194481002005959
"93","A","1","gpm748b",202.7,0.000227669590679766,0.987961396917427,0.230100298157106,0.631449468897037,0.230325779403891,0.891220961366017,5589462.94212167,-21338.9976952906,885492.06933018,665641.84673136,31.2595598554329,0.145388727597926,0.279098976537238,0.194487118650126
"94","A","1","lim122",203.33,0.000227829610803093,0.987957167248196,0.230141778258088,0.631418721981102,0.230367852897031,0.891202213173717,5589471.22444886,-21345.8569556094,885467.514894388,665621.925414563,31.2595531957225,0.145395069566155,0.279092978033735,0.194481359453278
"95","A","1","IDP2362",203.7,0.000357271666839688,0.984919578163076,0.231260619961043,0.630590669180053,0.23166875277815,0.890622719233462,5595153.87401103,-26761.7859345279,885295.020269162,666395.916431485,31.2591874788439,0.145867297327693,0.279253429943859,0.194824006817056
"96","A","1","IDP2385",203.71,0.000361160674535457,0.984837732717523,0.231290464089974,0.630568615388062,0.231704237981595,0.890606917409453,5595306.9926134,-26907.8935966179,885290.365555616,666416.716686264,31.2591777106311,0.145879927740519,0.279258446411772,0.19483370136492
"97","A","1","umc1073",206.84,0.00274055095762664,0.958249597097755,0.239727505068119,0.624402994245587,0.243840693518442,0.885218876246796,5644890.72307098,-74814.8983632503,883553.471913813,672435.467321203,31.2564872626924,0.149465962156995,0.283377822023563,0.19957184791084
"98","A","1","IDP1410",209.61,0.0833166859372717,0.7728520612902,0.219226821593557,0.639629674011763,0.305387340696949,0.858392632656678,6010174.01415699,-408640.23766719,909549.969341447,665625.008364711,31.2506572715274,0.143524651991527,0.277555130661578,0.189362175791192
"99","A","1","npi439a",215.14,0.00177625530799195,0.966382593826219,0.144070206928839,0.704267741591368,0.145772776302853,0.929706449694237,5497956.65247132,59530.1281911888,964466.105708312,664806.156962345,31.2762352095484,0.117185086542071,0.304146525535197,0.199007021971088
"100","A","1","umc230",216.74,0.00178291889830048,0.966319632700136,0.143916125066138,0.704418479659111,0.145630162252947,0.929772746658936,5497825.21022671,59628.8646400332,964461.328250983,664663.34313544,31.2763089538462,0.117108839823137,0.304142772235065,0.198967521099332
"101","A","1","umc11a",217.14,0.00178072918280806,0.966340309268045,0.143920837200406,0.704413868416864,0.145632820366971,0.929771510938768,5497868.50930365,59592.1324354946,964455.695643524,664662.203528417,31.2763074927668,0.117110736675747,0.304138475455178,0.198965336546317
"102","A","1","bnlg1484",217.34,0.00178168034747934,0.966331326254119,0.143915810914973,0.704418787087022,0.145628626843855,0.929773460449974,5497849.52095262,59608.3831390216,964460.451696856,664665.95612392,31.2763086792046,0.117109735246458,0.304140983269562,0.198967272938784
"103","A","1","IDP3976",218.09,0.0369685248025475,0.84752914420649,0.353611847383833,0.552075637552093,0.387019830711688,0.824061665289953,5226167.73557833,269364.332000846,970202.313617129,659077.06634028,31.1613147681117,0.190033933580875,0.340895302718685,0.214152336940633
"104","A","1","gpm796a",220.99,0.0370256459400906,0.847412841619327,0.353658771601063,0.552049259764899,0.387125667390005,0.824018058469073,5225881.73944364,269559.641773865,970229.866457294,659045.68731645,31.1612769545114,0.190039927576108,0.340882673942138,0.214126751724037
"105","A","1","IDP329",221.79,0.0723791318942957,0.787903749305815,0.202359671997718,0.652822890734859,0.267791334932855,0.874681317560855,5046580.06817073,386857.412046646,1052015.63687469,676049.813313094,31.2089365888318,0.147508206227715,0.360766877419781,0.219840727152786
"106","A","1","mmp66",222.74,0.0810790830245932,0.775840362373645,0.143586773034006,0.704740994085382,0.216952710734323,0.897200108533324,4993405.73082151,420024.843262867,1094706.31680039,693282.065943618,31.2389188318172,0.125054866380342,0.378355641396727,0.229649913108186
